n,n_2,Mass,Length,Energy
27,729,1.6488527876663198e-28,8.084449852143118e-09,1.3750009881996833e-22
90,8100,2.5466461585253784e-30,2.5538542406417194e-09,2.973745251935448e-19
18,324,9.851105331482751e-27,2.8977402184076832e-09,1.1942375357415417e-23
83,6889,1.9833222524595632e-29,2.313544632390869e-09,4.290926892200318e-20
87,7569,2.1386972802568522e-29,9.08343691555698e-10,2.7057744942151456e-19
46,2116,1.4363910376794135e-27,7.552115145554374e-09,3.0815556208594873e-23
95,9025,1.6703327518067497e-27,8.56137202279007e-09,4.2584930427928016e-23
39,1521,3.9534645549584787e-29,9.182818225215235e-09,6.420322658588112e-22
69,4761,3.635584524592747e-27,7.238567089188638e-09,1.9878870688295262e-23
94,8836,2.387020989739634e-27,4.272989884025447e-09,1.1836681402758503e-22
77,5929,1.0850504552712099e-29,4.431205976171877e-09,1.9834396365887873e-20
42,1764,4.377404996629604e-28,1.7903311239078644e-09,1.642812162827659e-21
70,4900,4.926970322627955e-28,5.587672223516616e-09,2.497343725266652e-22
75,5625,2.4745595263747053e-30,5.4267201611693475e-09,5.648206626237801e-20
82,6724,1.1324254549348833e-28,1.0434809331777847e-09,3.649700822860481e-20
82,6724,2.5924192704255758e-28,5.038193021676382e-09,6.838818519942149e-22
71,5041,1.4632868761118028e-27,5.300780345334882e-09,9.477009732107743e-23
57,3249,3.396337885401171e-28,1.928010628622248e-09,2.4778053737761562e-21
50,2500,7.529903612669551e-29,4.9533098618585e-09,1.485291397219096e-21
99,9801,1.7281567542274583e-29,8.892400186530583e-09,3.975906248227489e-21
80,6400,6.136605092514003e-30,5.703623332854274e-10,2.1992885274577715e-18
36,1296,1.2343859961363082e-28,6.546863816054646e-09,3.7342808058108788e-22
42,1764,5.387069550469054e-28,8.99962323387538e-09,5.282872426037647e-23
38,1444,1.2545652517431384e-30,1.088069492725076e-09,1.404103579536372e-18
69,4761,5.21341275797773e-30,1.165325574094503e-09,5.348777066382369e-19
69,4761,4.90982301929068e-29,2.8725753484450574e-09,9.346789597609867e-21
33,1089,2.1358765001525244e-29,3.191868842714182e-09,8.322806533667601e-21
52,2704,6.62434947452441e-27,5.935955109407946e-09,1.2226466537875694e-23
22,484,1.2133687286514619e-28,3.2709029611468192e-09,9.300721386271411e-22
91,8281,3.464353482130937e-28,8.173339842394974e-09,2.157953845756769e-22
18,324,5.846309818857965e-28,3.201710391568638e-09,1.6483470654066265e-22
36,1296,2.440961317432086e-27,3.5055216726083593e-09,6.586555606215271e-23
7,49,1.0081391203925056e-28,3.236148521913392e-09,3.6386707012594985e-22
78,6084,2.007380618720143e-27,1.0995507159910866e-09,1.763828746994928e-21
70,4900,5.7783139344917644e-27,1.4144196481875251e-09,3.3232454386473514e-22
7,49,3.1233227920897687e-28,5.738531767925631e-09,3.735095075292812e-23
55,3025,5.7030758362646744e-27,9.59684690049178e-09,5.746699415719148e-24
95,9025,1.656580252579429e-30,7.772809990390337e-09,5.209272719394624e-20
53,2809,8.01826777754848e-27,9.75314028107191e-09,3.813541211996369e-24
24,576,5.0729688675867814e-27,3.985443464537278e-09,1.6346237732993067e-23
76,5776,3.594033542767512e-29,3.567949002323299e-09,9.116250735664082e-21
33,1089,1.5658649625055555e-28,8.750219900746568e-09,1.5105801395906867e-22
55,3025,7.382336668615099e-30,1.4112416315972272e-09,2.052996244447264e-19
55,3025,1.277558739661954e-30,8.130204467390073e-09,3.5743818681625565e-20
53,2809,3.441296923752149e-28,8.249151453949838e-09,1.2421019414998918e-22
79,6241,1.3821483213145966e-29,1.9928579592739138e-09,7.898449059153909e-20
75,5625,2.2930272689041105e-28,1.4464481348609888e-09,8.579626544413313e-21
65,4225,8.114407737286474e-27,9.199017417687688e-09,5.195121626804605e-24
19,361,4.6132008755422624e-30,6.252092490716676e-09,5.782591569744887e-21
88,7744,3.616138691176948e-29,2.110103250303587e-09,2.999523386220511e-20
58,3364,3.7027971547577524e-29,4.136275807699368e-09,5.024596185418469e-21
8,64,1.112057321197339e-29,1.2071351829238044e-09,2.7093996434519798e-20
23,529,2.921243124364825e-28,5.825114110021538e-09,1.2734248777951693e-22
25,625,5.641602225215768e-27,2.805089920618299e-09,3.0907654104975503e-23
22,484,2.9319746015138645e-29,6.773018862577182e-09,8.976767533169321e-22
67,4489,2.2274186746040212e-30,1.9458298484394863e-10,4.359988020638594e-17
62,3844,3.401663108072583e-30,1.6960129473439987e-09,3.4774759466515483e-19
23,529,1.1963331905524518e-28,5.913381929555126e-10,3.017351438270066e-20
30,900,5.876823880190435e-28,8.622950167910497e-09,3.7678091652973055e-23
56,3136,3.165839321962125e-29,9.953350707285106e-09,9.799019374435543e-22
20,400,3.249788449889892e-30,4.2026630420656685e-09,1.9122639376565764e-20
41,1681,1.619083834750192e-28,1.8720086856141823e-09,3.965709275023571e-21
5,25,2.4786992481331912e-28,1.8049963061755112e-09,3.3979392197196556e-22
89,7921,3.259383315954761e-29,1.075193252837703e-09,1.296294205082424e-19
3,9,7.398831531542185e-27,4.463056438058931e-09,1.1171601361450898e-24
1,1,6.154989765477203e-29,5.421406658953681e-09,3.0336869754557895e-23
75,5625,8.748211212334107e-29,7.95517685620048e-09,7.434716233054137e-22
78,6084,8.722440823980328e-27,2.681751359813711e-10,6.824040942426185e-21
61,3721,3.483868397769763e-27,2.8846832267676107e-09,1.1547657835921626e-22
66,4356,7.31609638074677e-30,1.0842043058845784e-09,4.211766964210255e-19
98,9604,3.672473856534919e-30,4.285755096216334e-09,7.973238116580987e-20
85,7225,6.748979488487269e-27,6.229148862917242e-09,1.7813344623120458e-23
23,529,9.607198799249438e-27,2.804682236976058e-09,1.6702666219726858e-23
9,81,1.2236900709678113e-27,5.589583430051305e-09,1.291915948333474e-23
71,5041,5.845833261905657e-28,6.998674624535049e-09,1.3608253478213848e-22
13,169,1.3465175786383466e-27,9.484799273609723e-09,5.889753351777956e-24
84,7056,2.965374392594046e-29,8.940257754712955e-09,1.9450095809862883e-21
40,1600,2.4356520365202043e-28,4.457047377916196e-09,4.537036968740945e-22
94,8836,6.482270145073358e-28,1.7287775799456888e-09,2.6628368360748843e-21
71,5041,2.757915622593766e-27,7.291204510355401e-09,2.657668970453678e-23
89,7921,2.7484777857222595e-30,8.836819279653369e-09,2.2757675499226953e-20
36,1296,7.164556859020309e-29,7.494262398604487e-09,4.909954287666363e-22
94,8836,3.6542141508386256e-29,9.803901407704704e-09,1.4687844300307027e-21
29,841,1.080677536317964e-28,1.392781965543096e-09,7.592025819294024e-21
19,361,3.675356112090555e-30,9.481442789695473e-09,3.15593020487937e-21
13,169,6.186173179087503e-29,1.941052452376726e-09,3.06103861178157e-21
39,1521,6.972793553944892e-29,1.1914331606952802e-09,2.162422267536682e-20
11,121,1.9258489150867348e-28,8.577613172708742e-09,4.260490783063857e-23
89,7921,4.022427873593642e-30,3.502429773152799e-09,9.898854504233505e-20
63,3969,2.9391510572249393e-28,6.969080959143247e-09,2.422086754988978e-22
94,8836,1.9016509283114372e-30,3.594621934951697e-09,2.0994845618201148e-19
46,2116,1.9217600513413996e-29,7.6856564287998e-10,2.223918203276286e-19
37,1369,6.0888382654258126e-30,8.863117160582704e-09,4.245378119074626e-21
47,2209,2.548274903705505e-30,6.161513776957769e-09,2.666237331107585e-20
96,9216,1.7557815248286178e-28,2.478110643105108e-09,4.8863148147741524e-21
41,1681,2.452964418189684e-27,9.602456308173127e-09,9.948325820013517e-24
1,1,2.9589570216721023e-27,2.862575045396904e-09,2.26344347202811e-24
14,196,3.4306550672792475e-28,4.5351487278679845e-09,1.08890498231022e-22
77,5929,1.1518632432788816e-28,7.6455886554519e-09,6.276102387359846e-22
37,1369,1.310850887301221e-29,8.114498167379923e-09,2.352595004775088e-21
96,9216,7.246942292823857e-28,8.001456796087236e-09,1.1355346021815631e-22
49,2401,5.1300604389961136e-27,4.184893201324853e-09,2.9931391787346506e-23
96,9216,1.7737288287294492e-28,3.705692779434936e-09,2.163053482020103e-21
64,4096,1.500577657423159e-30,1.1318146578867185e-09,1.8272288424103146e-18
41,1681,6.074016106304031e-29,7.211544234045006e-09,7.123172242221551e-22
42,1764,1.776544171701513e-28,4.379486635586911e-09,6.764706230158228e-22
2,4,2.625166704297557e-29,7.836257563573041e-10,6.808912859857095e-21
14,196,8.107786202410308e-30,2.767932996057722e-09,1.2369059360821487e-20
72,5184,1.1010116722059807e-27,9.248557723945573e-10,4.195798488588626e-21
82,6724,1.8247921823722818e-28,9.929406631001376e-09,2.5013583825750716e-22
66,4356,2.22842898834705e-30,9.722613926932663e-09,1.719495828332495e-20
47,2209,1.1534345794737349e-30,5.405329809351264e-09,7.653896178334711e-20
59,3481,2.556807366351778e-29,3.9482946653507e-09,8.123757679689651e-21
85,7225,4.181537470562531e-30,5.9576662150971105e-09,3.143059983093768e-20
81,6561,5.387381444984233e-30,6.435807134493984e-09,1.9921559040102748e-20
86,7396,1.4390818967915815e-30,8.968268637478419e-10,4.077723703544526e-18
78,6084,6.581052232549047e-29,6.323174044075951e-09,1.6268633113232976e-21
52,2704,2.0034590230371838e-28,6.550442309352337e-09,3.3197371545776887e-22
86,7396,1.689734238673335e-30,9.757291342898483e-09,2.933888287677502e-20
88,7744,2.7247890326335717e-29,6.804160002922834e-09,3.828448647143906e-21
89,7921,4.5767018792028786e-29,3.2774727163824252e-09,9.935306843692259e-21
31,961,2.3455182252940418e-28,7.974607430400505e-09,1.1405815120829806e-22
96,9216,1.1622143873204373e-27,1.2088466162102537e-09,3.1021633256580556e-21
5,25,5.359594238733882e-29,8.708316831619888e-09,6.751367079651582e-23
3,9,5.452778443286716e-27,1.6069845264769086e-09,1.1692357475466211e-23
13,169,2.823025454008369e-28,3.7132614073725215e-09,1.8329034233452154e-22
70,4900,4.27259990246226e-30,7.0606471202984484e-09,1.8035943752982164e-20
13,169,2.9336739688366876e-29,7.171991786576326e-09,4.727962353890445e-22
3,9,2.1709932791904346e-27,3.911958067677673e-09,4.9556025269614016e-24
11,121,2.9149361891258185e-30,6.132145597912249e-09,5.50757968212285e-21
25,625,4.3193647318364364e-30,7.708464669233976e-09,5.3457227429520354e-21
18,324,3.4349821948628283e-29,3.8537025350264465e-09,1.9364830918834765e-21
36,1296,1.3486192235212948e-29,7.223170569985278e-10,2.807886091621269e-19
100,10000,2.884593416278205e-30,8.516751350349931e-10,2.6229470762368143e-18
8,64,1.1901518650521925e-27,2.59305947827401e-09,5.486365291988568e-23
63,3969,2.262582484637794e-28,3.0688801158310635e-09,1.6225509908428177e-21
22,484,1.347457644040499e-29,5.798911038602765e-09,2.664628923611492e-21
85,7225,1.8146645196070713e-29,7.743400052367913e-09,4.2872741506556424e-21
63,3969,5.261996880971442e-29,9.595784912642347e-09,7.135937299482499e-22
11,121,1.454284778345739e-29,4.862444121916343e-09,1.7557232142900135e-21
26,676,1.897922029578899e-28,5.741371308492962e-10,2.2807925396500974e-20
37,1369,1.5766139080274592e-29,9.578742548256617e-09,1.4037230817360922e-21
66,4356,1.541339447122752e-30,1.389073569008262e-10,1.2179156710194978e-16
9,81,1.5812823826869545e-30,9.349268227371919e-09,3.5735503822507504e-21
68,4624,1.835536107859917e-29,4.94797824594724e-09,8.304480875290189e-21
41,1681,3.0515816942846468e-28,1.9066306013995204e-09,2.0283729454195353e-21
37,1369,8.390621853353312e-30,4.773934741202651e-09,1.0618830562670299e-20
6,36,5.449023351807017e-30,7.058100779185779e-09,1.2130506723576696e-21
19,361,5.233834469859772e-29,7.228271673770634e-09,3.8131751621539874e-22
63,3969,1.2651348856410497e-27,9.483550556557346e-09,3.038672268398437e-23
23,529,8.272106510514657e-28,8.064999983703817e-09,2.34598401439203e-23
68,4624,7.111177873322172e-29,6.0392145770744355e-09,1.4388930716174446e-21
89,7921,3.2470458114749085e-29,8.124953862728162e-09,2.278672208065255e-21
84,7056,7.07823193824871e-28,6.066806619411574e-09,1.769523214786142e-22
81,6561,1.797745056281565e-27,1.9146808701345556e-09,6.745065807936583e-22
59,3481,2.440108075520541e-27,5.886276229449833e-09,3.8298674537633436e-23
12,144,2.3255700911432287e-30,6.518815863487464e-09,6.664022535949411e-21
54,2916,1.6236085964765083e-27,7.552400915119428e-09,3.2001063915021166e-23
22,484,6.393681492378413e-29,5.640403749316471e-09,5.935719502848717e-22
99,9801,8.145971239043103e-28,9.926124441738467e-09,6.769474598841143e-23
71,5041,1.5728501671610882e-30,3.4024963816561567e-10,2.1399209162745033e-17
9,81,6.978934480373036e-30,4.19585587931827e-09,4.020076663643264e-21
52,2704,5.583200269347602e-29,6.685405114765502e-09,1.1436331897158916e-21
72,5184,1.3239382615495578e-30,9.392300586934832e-09,3.383318385306296e-20
6,36,6.3629890184997705e-27,7.248573414945325e-09,9.849338530105005e-25
4,16,4.71463228394962e-30,9.674891768873916e-09,4.974414913661937e-22
47,2209,2.145187160720222e-29,6.539371460626334e-09,2.8117889872086265e-21
44,1936,2.0361229900318215e-28,4.992500113375316e-09,4.758111051055332e-22
57,3249,5.90248030083047e-27,1.0479133382975876e-09,4.826270336872065e-22
9,81,9.315172355797487e-28,8.880403507529144e-09,6.723699369728523e-24
66,4356,1.2905655059855399e-27,9.854164734940349e-09,2.890322593662641e-23
5,25,5.522387518549851e-28,3.6768208349426555e-09,3.675532450990158e-23
42,1764,1.7829796162083863e-27,9.13533816163896e-09,1.549086708764399e-23
25,625,2.682451266663266e-28,7.646124510052434e-09,8.748780251326097e-23
29,841,5.784739920788067e-28,3.832575480637672e-09,1.873073407348737e-22
34,1156,7.918771206549858e-29,9.432992033489588e-09,2.6481602255244454e-22
64,4096,7.127900176694621e-29,8.196740433345744e-09,7.33428989618423e-22
20,400,1.6082754093216426e-29,9.698384172549256e-09,7.2559265721825495e-22
76,5776,4.057692480916942e-30,4.837931837199461e-09,4.391744272410562e-20
37,1369,9.819473294856418e-29,4.472102623634192e-09,1.0339798624866327e-21
78,6084,1.2379005712590406e-28,6.664172822807805e-09,7.786430452744599e-22
47,2209,3.9557786964798835e-28,9.920921492088274e-09,6.624970010914056e-23
75,5625,1.343575063605424e-29,5.24887726392451e-09,1.1119584644165002e-20
89,7921,1.8447446157253438e-29,6.307669979203288e-09,6.654844340919945e-21
55,3025,1.524085193049024e-27,8.610952192982443e-09,2.670995531124459e-23
57,3249,2.0132967527706377e-30,7.420546657627786e-10,2.821742206750348e-18
16,256,1.6489272860718014e-27,2.8390275706787604e-09,6.606954707766029e-23
85,7225,3.5213156793463386e-28,7.666953970627105e-09,2.2536700085924823e-22
21,441,1.795769162250822e-29,4.37974949459703e-09,3.3457409727513073e-21
58,3364,8.131919593883891e-30,9.564464042651501e-09,4.278935224324384e-21
78,6084,6.746045132878774e-29,1.702997443472728e-09,2.1879603129927344e-20
100,10000,3.006424710246024e-30,6.563226704631039e-09,4.2377655685829194e-20
17,289,2.278867261332736e-29,6.490823011300672e-09,9.717452572246144e-22
51,2601,1.7259000102702924e-27,3.9467483278004565e-09,1.0411127122969255e-22
14,196,3.4455428598178957e-28,8.559461405861305e-09,3.043684094977928e-23
61,3721,4.4701676658038797e-29,7.634515114854681e-09,1.2848877113314262e-21
48,2304,3.450495905575668e-27,7.462437038581497e-09,1.370946265680383e-23
42,1764,4.431642287172046e-27,2.8866411052255996e-09,6.24196143718334e-23
43,1849,1.3014134953812782e-28,7.681878780584557e-09,3.0728426494972455e-22
73,5329,5.4893085118057864e-30,6.572496723279359e-09,1.6895324429418807e-20
66,4356,1.2921823166649583e-30,2.611434361700742e-09,4.1103990377988125e-19
57,3249,5.268264160317377e-28,9.499789668152504e-09,6.579628979605336e-23
42,1764,2.2153785108447376e-27,7.764648012077517e-10,1.7257579291974427e-21
70,4900,3.7955013573032735e-28,4.9902353061327105e-09,4.064516695004838e-22
70,4900,5.715848464806035e-29,2.6924919325995137e-09,9.271085450738372e-21
37,1369,3.7220116266496706e-30,8.56391188785894e-09,7.438779574983613e-21
64,4096,1.1721198869070095e-29,9.389538763670665e-09,3.398924305581113e-21
44,1936,2.823772465795293e-29,6.255031381859006e-09,2.1856774085189653e-21
25,625,4.709804600865653e-30,9.8066225902347e-10,3.0291464280528115e-19
70,4900,5.034179881242741e-28,7.088853780245726e-09,1.5185858380526619e-22
58,3364,4.815760364424602e-28,3.457223459250991e-09,5.5300657498631225e-22
9,81,2.7627252232894897e-30,2.7272372686970324e-09,2.4037043114567204e-20
60,3600,1.2331892803141043e-27,1.2647887789742508e-09,1.6691969153536925e-21
3,9,1.0210070854206079e-30,1.8107330637549043e-10,4.9181945815044e-18
88,7744,3.686690910910968e-28,1.5688573021347657e-09,5.3223217927585705e-21
1,1,2.265215241291603e-28,5.109523388631035e-09,9.280082003545619e-24
95,9025,5.959745404087029e-28,9.007717454176123e-09,1.0781730187592114e-22
79,6241,9.790424411605857e-30,6.325613716931134e-09,1.1067315974620176e-20
31,961,2.7775370986353953e-30,3.892600403733864e-09,4.042446217990836e-20
79,6241,2.2074163491429782e-29,9.496000387268537e-09,2.178128316419646e-21
99,9801,1.1922698123620211e-29,3.9775846604785115e-09,2.880340654265566e-20
68,4624,4.747952143272713e-28,7.349644083843302e-09,1.4550973007846413e-22
74,5476,1.2270873393786255e-28,8.84319589703708e-09,4.232138041981143e-22
66,4356,6.403969428061284e-28,9.387111403688988e-09,6.418784769839378e-23
92,8464,6.6619564099651e-30,9.278341080798486e-09,8.803744810019406e-21
84,7056,1.020345927341797e-27,5.868222422983556e-09,1.312021009602323e-22
13,169,3.468309504785368e-29,3.2748216488404307e-09,1.918104537337378e-21
15,225,5.9341502452131144e-27,5.829432412460281e-09,4.0822749334482234e-24
27,729,2.096342263418017e-29,3.2481159988899816e-09,6.699780657507402e-21
37,1369,7.685867856956903e-27,6.534184575520879e-09,6.187968387116003e-24
55,3025,1.373784831112248e-30,4.738431862162852e-09,9.785809672989517e-20
73,5329,1.463358488215739e-30,9.936662872450078e-09,2.772765169790143e-20
54,2916,1.5635662120124356e-29,7.440308027075527e-09,3.423873601447306e-21
63,3969,6.058254467392299e-30,2.7505595011591405e-09,7.543502205810525e-20
60,3600,1.552019559832266e-30,7.51228523317887e-09,3.759516484690056e-20
50,2500,4.827645105053631e-29,9.329570972169921e-10,6.530303927347126e-20
81,6561,7.713832305487978e-30,4.759858442414663e-09,2.5436000411933256e-20
78,6084,5.713197797002531e-29,8.150330670746206e-09,1.1279424884419114e-21
69,4761,1.5514190494884429e-30,2.095740658263526e-10,5.557339962165003e-17
47,2209,7.756513650698856e-30,6.1348498382263935e-09,8.835792220490042e-21
49,2401,6.159896805929112e-29,8.344368011393238e-09,6.269859604906173e-22
46,2116,5.881702750426551e-29,6.017702840101132e-09,1.1852647131575854e-21
98,9604,1.1674238129263779e-30,8.158873724639206e-09,6.920845857772732e-20
10,100,1.6436013578922354e-27,5.530880795900285e-09,1.0915332850913212e-23
87,7569,1.8509410252595233e-30,4.9615789025268e-10,1.0478736957474495e-17
14,196,2.633846242573277e-29,6.92976121393382e-10,6.074676420830361e-20
